,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
1127,20,RL,182.0,14572,IR3,Lvl,Corner,Gilbert,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,GLQ,1300,0,230,1530,Ex,Y,SBrkr,1530,0,1530,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2004.0,Fin,3,630,TA,TA,Y,144,WD,Family,12.464587201678082,1,36
1128,60,RL,59.0,11796,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,847,847,Ex,Y,SBrkr,847,1112,1959,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,WD,Normal,12.278397958261774,1,48
1129,90,RM,60.0,7200,Reg,Lvl,Inside,OldTown,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,CBlock,Gd,TA,Gd,GLQ,936,0,0,936,TA,Y,SBrkr,936,0,936,1,0,1,0,2,1,TA,4,0,Noune,Detchd,1980.0,Unf,2,672,TA,TA,Y,49,WD,Normal,11.849404844423074,0,0
1130,50,RL,65.0,7804,Reg,Lvl,Inside,SWISU,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,Noune,0.0,TA,BrkTil,TA,TA,No,BLQ,622,0,500,1122,TA,Y,SBrkr,1328,653,1981,1,0,2,0,4,1,Gd,7,2,TA,Detchd,1981.0,Unf,2,576,TA,TA,Y,431,WD,Normal,11.813037464800539,1,44
1131,20,RL,63.0,10712,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,PConc,Gd,TA,Mn,BLQ,212,0,762,974,TA,Y,SBrkr,974,0,974,0,0,1,0,3,1,TA,5,0,Noune,Noune,1991.0,Noune,0,0,Noune,Noune,Y,0,Oth,Abnorml,11.445727410406752,1,28
1132,70,RM,90.0,9900,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,Mn,Unf,0,0,1008,1008,TA,Y,SBrkr,1178,1032,2210,0,0,2,0,5,1,Fa,8,0,Noune,Detchd,1930.0,Unf,1,205,Fa,TA,N,0,WD,Normal,11.674202123168433,1,48
1133,60,RL,80.0,9828,IR1,Lvl,Inside,SawyerW,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,584,0,544,1128,Ex,Y,SBrkr,1142,878,2020,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1995.0,RFn,2,466,TA,TA,Y,0,WD,Normal,12.386312871189734,1,155
1134,60,RL,57.0,8773,IR1,HLS,Inside,Gilbert,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,Av,Unf,0,0,916,916,Gd,Y,SBrkr,916,684,1600,0,0,2,1,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2,460,TA,TA,Y,100,WD,Normal,12.037659911047468,1,38
1135,30,RM,60.0,6180,Reg,Lvl,Corner,BrkSide,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,960,960,TA,N,SBrkr,986,0,986,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,WD,Normal,11.532737896139919,1,128
1136,50,RL,80.0,9600,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,280,0,752,1032,TA,Y,FuseA,1032,220,1252,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1950.0,Unf,1,288,TA,TA,Y,0,WD,Abnorml,11.686887175419702,1,96
1137,50,RL,54.0,6342,Reg,Lvl,Inside,Sawyer,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,780,780,Gd,N,SBrkr,780,240,1020,0,0,1,0,2,1,TA,6,0,Noune,Noune,1875.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.451060699493427,1,176
1138,20,RL,70.08333333333333,9819,IR1,Lvl,Inside,Mitchel,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,Noune,0.0,TA,PConc,TA,TA,Gd,ALQ,1567,0,0,1567,TA,Y,SBrkr,1567,0,1567,1,0,2,0,2,1,Gd,5,2,TA,Attchd,1977.0,RFn,2,714,TA,TA,Y,264,WD,Normal,12.185875040240456,1,32
1139,30,RL,98.0,8731,IR1,Lvl,Inside,BrkSide,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,Noune,0.0,TA,BrkTil,TA,TA,No,BLQ,645,0,270,915,TA,Y,SBrkr,1167,0,1167,0,0,1,0,3,1,TA,6,1,Gd,Detchd,1972.0,Unf,2,495,TA,TA,Y,0,WD,Normal,11.87757552297847,2,342
1140,20,RL,60.0,7350,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,Mn,ALQ,852,0,100,952,TA,Y,SBrkr,952,0,952,1,0,1,0,2,1,TA,4,0,Noune,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,COD,Abnorml,11.842236406331555,0,0
1141,60,RL,81.28888888888889,10304,IR1,Lvl,CulDSac,NWAmes,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,CBlock,TA,TA,No,ALQ,381,0,399,780,Ex,Y,SBrkr,1088,780,1868,1,0,2,1,4,1,Gd,9,1,TA,Attchd,1976.0,Unf,2,484,TA,TA,Y,448,WD,Normal,12.193498926601634,1,96
1142,60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,PConc,Ex,TA,Gd,GLQ,1150,0,316,1466,Ex,Y,SBrkr,1466,1362,2828,1,0,3,0,4,1,Gd,11,1,TA,BuiltIn,2006.0,RFn,3,1052,TA,TA,Y,125,New,Partial,12.959540872420414,1,144
1143,20,RL,74.4375,9000,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,GLQ,288,0,718,1006,TA,Y,SBrkr,1006,0,1006,0,0,1,0,3,1,TA,5,0,Noune,Noune,1959.0,Noune,0,0,Noune,Noune,Y,0,WD,Normal,11.289794413577894,1,24
1144,190,RL,60.0,12180,Reg,Lvl,Inside,Edwards,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,Gd,TA,No,BLQ,348,0,324,672,Fa,N,FuseA,672,252,924,1,0,1,0,2,1,Fa,5,0,Noune,Detchd,1941.0,Unf,1,280,TA,TA,Y,0,WD,Normal,11.289794413577894,0,0
1145,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,1042,1042,Ex,Y,SBrkr,1042,534,1576,0,0,1,0,3,1,TA,8,1,Gd,Detchd,1928.0,Unf,1,225,TA,TA,Y,0,WD,Family,11.91170829631447,0,0
1146,20,RL,71.5,11200,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,CBlock,Gd,TA,No,GLQ,1258,0,40,1298,TA,Y,SBrkr,1298,0,1298,1,0,2,0,3,1,Gd,5,1,TA,Attchd,1985.0,Unf,2,403,TA,TA,Y,165,WD,Normal,12.100717685412471,1,26
1147,70,RL,75.0,12000,Reg,Bnk,Inside,Crawfor,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,275,0,429,704,Ex,Y,SBrkr,860,704,1564,0,0,1,1,3,1,Fa,7,1,Gd,Attchd,1941.0,Unf,1,234,TA,TA,Y,0,WD,Normal,12.069685751267224,0,0
1148,50,RM,62.788990825688074,5700,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,572,572,TA,Y,SBrkr,572,539,1111,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1982.0,Unf,1,288,TA,TA,Y,0,WD,Normal,11.669082701743504,1,176
1149,70,RM,50.0,9000,Reg,Lvl,Inside,OldTown,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,TA,TA,No,ALQ,624,0,26,650,Ex,Y,SBrkr,832,650,1482,0,1,1,0,3,1,TA,7,0,Noune,Detchd,1930.0,Unf,2,324,TA,TA,Y,0,WD,Normal,11.870606902224587,0,0
1150,20,RL,57.0,8280,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,932,932,Ex,Y,FuseA,932,0,932,0,0,1,0,2,1,Gd,4,1,Gd,Attchd,1950.0,Unf,1,306,TA,TA,Y,0,WD,Normal,11.728044909070785,1,214
1151,20,RL,134.0,17755,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,CBlock,TA,TA,No,BLQ,176,0,1290,1466,TA,Y,SBrkr,1466,0,1466,0,0,1,1,3,1,Fa,6,2,Gd,Attchd,1959.0,Fin,2,528,TA,TA,Y,0,WD,Normal,11.917730355182513,2,240
1152,20,RL,90.0,14115,IR1,Lvl,Inside,Crawfor,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,Noune,0.0,TA,PConc,TA,TA,No,ALQ,296,547,230,1073,Ex,Y,SBrkr,1811,0,1811,0,0,1,0,2,1,Ex,6,1,Gd,Attchd,1956.0,Fin,2,470,TA,TA,Y,0,WD,Abnorml,12.345838935721968,1,280
1153,30,RM,62.5,5890,Reg,Lvl,Corner,IDOTRR,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,BrkTil,TA,TA,Av,ALQ,538,0,278,816,Ex,Y,SBrkr,816,0,816,0,0,1,0,2,1,TA,5,0,Noune,Detchd,2002.0,Unf,1,432,TA,TA,Y,0,WD,Normal,11.699413330633599,1,96
1154,60,RL,76.46236559139786,13700,IR1,Lvl,Inside,NAmes,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,CBlock,TA,TA,Gd,ALQ,454,0,410,864,TA,Y,SBrkr,902,918,1820,0,0,1,2,4,1,Gd,8,2,Gd,Attchd,1965.0,Unf,2,492,TA,TA,Y,60,WD,Normal,12.215037342290755,2,357
1155,20,RL,90.0,10768,IR1,Lvl,Corner,Veenker,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,Noune,0.0,Gd,CBlock,Gd,TA,Gd,ALQ,1157,0,280,1437,TA,Y,SBrkr,1437,0,1437,1,0,2,0,3,1,Gd,6,1,Fa,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,WD,Normal,12.292254928916668,2,201
1156,80,RL,85.0,9350,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,Noune,0.0,TA,PConc,TA,TA,Gd,ALQ,633,0,586,1219,Gd,Y,SBrkr,1265,0,1265,0,1,2,0,3,1,Gd,6,1,Gd,Attchd,1965.0,RFn,2,502,TA,TA,Y,0,WD,Normal,12.100161978566867,2,188
1157,120,RL,34.0,5001,IR1,Lvl,Inside,NridgHt,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,PConc,Gd,TA,No,GLQ,904,0,410,1314,Ex,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,WD,Normal,12.345838935721968,1,62
1158,20,RL,92.0,11932,Reg,Lvl,FR2,Somerst,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,PConc,Gd,TA,No,Unf,0,0,1580,1580,Ex,Y,SBrkr,1580,0,1580,0,0,2,0,3,1,Gd,7,0,Noune,Attchd,2008.0,RFn,3,830,TA,TA,Y,0,ConLD,Partial,12.367889578686164,1,24
1159,60,RL,76.0,9120,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,CBlock,TA,TA,No,ALQ,442,0,459,901,TA,Y,SBrkr,943,933,1876,0,0,2,1,4,1,Gd,8,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,WD,Normal,12.128116509451258,1,69
1160,160,RL,24.0,2280,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,Noune,0.0,TA,CBlock,Gd,TA,No,ALQ,311,0,544,855,Fa,Y,SBrkr,855,601,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,WD,Normal,11.891368749982085,0,0
1161,20,RL,71.8048780487805,14778,IR1,Low,CulDSac,Crawfor,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,CBlock,TA,TA,No,BLQ,728,0,568,1296,Ex,Y,SBrkr,1640,0,1640,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,WD,Normal,12.319405795112926,1,216
1162,20,RL,109.0,8724,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,Gd,TA,No,BLQ,492,0,402,894,Gd,Y,SBrkr,894,0,894,0,0,1,0,3,1,TA,5,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,WD,Normal,11.767575435251748,0,0
1163,90,RL,60.0,12900,Reg,Lvl,Inside,Sawyer,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,Gd,TA,Av,GLQ,1198,0,0,1198,TA,Y,SBrkr,1258,0,1258,2,0,0,2,0,2,TA,6,0,Noune,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,WD,Alloca,11.59873612138334,0,0
1164,80,RL,59.714285714285715,16157,IR1,Lvl,FR2,Veenker,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,PConc,Gd,TA,Gd,ALQ,680,391,289,1360,Ex,Y,SBrkr,1432,0,1432,1,0,1,1,2,1,Gd,5,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,WD,Normal,12.175618592671356,1,180
1165,20,RL,79.0,9541,IR1,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,PConc,Gd,TA,No,Unf,0,0,1502,1502,Ex,Y,SBrkr,1502,0,1502,0,0,2,0,3,1,Gd,7,0,Noune,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,New,Partial,12.359527368950229,1,114
1166,20,RL,64.0,10475,IR1,Lvl,Corner,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,PConc,Gd,TA,Av,Unf,0,0,1694,1694,Ex,Y,SBrkr,1694,0,1694,0,0,2,0,3,1,Gd,7,0,Noune,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,WD,Normal,12.41044511731981,1,33
1167,60,RL,58.0,10852,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,GLQ,786,0,173,959,Ex,Y,SBrkr,959,712,1671,1,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,WD,Normal,12.06105265381003,1,38
1168,70,RL,120.0,13728,Reg,Lvl,Corner,Edwards,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,Noune,0.0,TA,CBlock,TA,TA,No,Rec,626,0,501,1127,Ex,Y,SBrkr,1236,872,2108,0,0,2,0,4,1,Gd,7,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,WD,Normal,12.367345048436391,1,90
1169,60,RL,118.0,35760,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,PConc,Ex,TA,Gd,GLQ,1387,0,543,1930,Ex,Y,SBrkr,1831,1796,3627,1,0,3,1,4,1,Gd,10,1,TA,Attchd,1995.0,Fin,3,807,TA,TA,Y,361,WD,Normal,13.345508528717259,1,76
1170,80,RL,76.0,9880,Reg,Lvl,Inside,Mitchel,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,Av,ALQ,522,0,574,1096,TA,Y,SBrkr,1118,0,1118,1,0,1,0,3,1,TA,6,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,WD,Normal,12.049424683420915,0,0
1171,20,RL,76.0,9120,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,662,0,599,1261,Ex,Y,SBrkr,1261,0,1261,1,0,1,0,3,1,TA,6,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,WD,Normal,12.001511614739405,1,288
1172,160,FV,35.0,4017,IR1,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,625,625,Ex,Y,SBrkr,625,625,1250,0,0,2,1,2,1,Gd,5,0,Noune,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,WD,Normal,12.05467400868968,1,54
1173,50,RL,138.0,18030,IR1,Bnk,Inside,ClearCr,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,152,469,977,1598,TA,Y,SBrkr,1636,971,3086,0,0,3,0,3,1,Ex,12,1,Gd,Noune,1946.0,Noune,0,0,Noune,Noune,Y,122,WD,Normal,12.208574513247495,0,0
1174,70,RL,80.0,16560,IR1,Lvl,Inside,Crawfor,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,Gd,TA,No,Rec,503,0,449,952,TA,Y,SBrkr,1170,1175,2345,0,0,2,1,4,1,TA,9,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,WD,Normal,12.384223015005313,0,0
1175,50,RL,85.0,10678,Reg,Lvl,Inside,NoRidge,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,PConc,Gd,TA,No,GLQ,700,0,983,1683,Ex,Y,SBrkr,2129,743,2872,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,WD,Normal,12.560247968016562,1,33
1176,20,RL,37.0,6951,IR1,Lvl,CulDSac,Mitchel,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,658,0,218,876,TA,Y,SBrkr,923,0,923,1,0,1,0,3,1,TA,5,0,Noune,Attchd,1984.0,Unf,1,264,TA,TA,Y,362,WD,Normal,11.691080018519527,0,0
1177,50,RM,62.788990825688074,3950,Reg,Bnk,Inside,OldTown,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,468,0,350,818,TA,Y,SBrkr,818,406,1224,0,0,1,0,3,1,TA,5,0,Noune,Detchd,1926.0,Unf,1,210,TA,TA,N,0,WD,Normal,11.652696102959753,1,116
1178,50,RL,54.0,7681,IR1,Lvl,FR2,Crawfor,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,731,731,Ex,Y,SBrkr,820,523,1343,0,0,1,1,3,1,TA,7,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,192,WD,Normal,11.950541482162043,1,102
1179,20,RL,77.0,8335,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,Gd,Y,SBrkr,1124,0,1124,0,0,1,0,3,1,TA,5,1,Gd,Noune,1954.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.440365524765756,2,226
1180,60,RL,80.37931034482759,11170,IR2,Lvl,Corner,Timber,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,Wood,Gd,TA,No,LwQ,1216,0,0,1216,Ex,Y,SBrkr,1298,1216,2514,0,0,2,1,4,1,TA,8,0,Noune,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,WD,Normal,12.429220196836383,0,0
1181,120,RM,64.0,5587,IR1,HLS,Inside,Crawfor,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,PConc,Ex,TA,Gd,GLQ,1480,0,120,1600,Ex,Y,SBrkr,1652,0,1652,1,1,2,0,2,1,Gd,5,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,162,New,Partial,12.880294363972055,2,206
1182,60,RL,160.0,15623,IR1,Lvl,Corner,NoRidge,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,Noune,0.0,Gd,PConc,Ex,TA,Av,GLQ,2096,0,300,2396,Ex,Y,SBrkr,2411,2065,4476,1,0,3,1,4,1,Ex,10,2,TA,Attchd,1996.0,Fin,3,813,TA,TA,Y,171,WD,Abnorml,13.521140839642674,1,78
1183,30,RL,60.0,10800,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,Noune,0.0,TA,BrkTil,TA,TA,No,Rec,821,0,299,1120,Ex,Y,SBrkr,1130,0,1130,1,0,1,0,2,1,TA,5,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,229,WD,Normal,11.695255355062795,0,0
1184,20,RL,50.0,35133,Reg,Lvl,Inside,Timber,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,CBlock,TA,TA,Gd,Rec,1159,0,413,1572,Gd,Y,SBrkr,1572,0,1572,1,0,1,1,3,1,TA,5,2,TA,2Types,1963.0,RFn,3,995,TA,TA,Y,0,WD,Normal,12.137263685701864,2,526
1185,50,RL,60.0,9738,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,Noune,0.0,TA,BrkTil,TA,TA,No,BLQ,392,0,392,784,Gd,Y,SBrkr,949,272,1221,1,0,1,0,4,1,TA,7,0,Noune,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,WD,Normal,11.560772327227417,1,236
1186,190,RL,107.0,10615,IR1,Bnk,Corner,OldTown,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,Fa,TA,Mn,BLQ,440,0,538,978,TA,Y,SBrkr,1014,685,1699,1,0,2,0,3,2,TA,7,0,Noune,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,0,WD,Abnorml,11.461642696843066,1,74
1187,20,RL,89.0,12461,Reg,Lvl,Corner,NoRidge,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,1456,0,168,1624,Ex,Y,SBrkr,1624,0,1624,1,0,2,0,2,1,Gd,5,1,Fa,Attchd,1994.0,RFn,3,757,TA,TA,Y,0,WD,Normal,12.476103599529843,2,306
1188,60,RL,68.0,8935,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,PConc,Gd,TA,No,Unf,0,0,831,831,Ex,Y,SBrkr,831,829,1660,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2002.0,RFn,2,493,TA,TA,Y,144,WD,Normal,12.180759965737863,1,68
1189,60,RL,60.0,7500,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,994,994,Gd,Y,SBrkr,1028,776,1804,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1999.0,Fin,2,442,TA,TA,Y,140,WD,Normal,12.149507585033072,1,60
1190,190,RL,70.08333333333333,32463,Reg,Low,Inside,Mitchel,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,CBlock,TA,TA,Av,BLQ,1159,0,90,1249,Ex,Y,SBrkr,1622,0,1622,1,0,1,0,3,1,TA,7,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,439,WD,Normal,12.031725210748633,0,0
1191,160,FV,24.0,2645,Reg,Lvl,Inside,Somerst,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,PConc,Gd,TA,No,Unf,0,0,776,776,Ex,Y,SBrkr,764,677,1441,0,0,2,1,2,1,Gd,5,0,Noune,Detchd,1999.0,Unf,2,492,TA,TA,Y,206,WD,Normal,12.066816325306588,0,0
